,KL,JB,SG,PJ
5484,9434996,7388529,5984242,8639538
5485,8093793,7253747,8101339,7984236
5486,9352501,8518106,9994674,9679512
5487,9414907,6385961,7544256,9748132
5488,5402448,8741493,9248164,8021846
5489,5552082,7832113,7348703,7812633
5490,5058167,5648808,6126039,7356444
5491,8554677,6447761,7859444,5568849
5492,5005283,6153931,7810702,6227222
5493,9749721,5117827,8311768,5521046
5494,6745121,9861612,6698304,8370111
5495,7555057,8804839,8417196,8188013
5496,5085793,7180358,6043130,8574368
5497,9439918,5340155,8615140,8651945
5498,7156927,8126568,5394707,8461757
5499,9776889,7883441,6153539,7283077
5500,6877916,7198764,9956016,9746293
5501,9315410,5627435,5777496,8872894
5502,5911888,5530292,7034466,7552709
5503,6473343,7869858,7225770,5994653
5504,5307250,8346437,8090669,8219744
5505,8549183,5842512,5588267,7223719
5506,9763738,9525202,9537852,7899911
5507,5755660,7155083,5855699,8951622
5508,5061867,8436981,9862325,5043457
5509,7457018,9839436,7750087,6736295
5510,9633005,9425511,9979489,6466019
5511,5243485,9715338,8876562,9899488
5512,5883251,5998883,9042163,9348295
5513,8273519,7423957,8830968,9518190
5514,6103306,9025169,5532961,8705968
5515,8109353,8728286,7037605,8959436
5516,5654654,5749008,8198931,8596539
5517,9460003,7201623,8620200,6546433
5518,6899306,6113656,9205441,8328426
5519,9870224,7470010,5199953,6892015
5520,8185831,7650949,9290843,6867103
5521,8360225,8560453,7794969,8964078
5522,9275799,6900351,7375940,7699634
5523,5669236,5132984,6391989,5274900
5524,7229408,6253031,5010843,8177751
5525,9065256,7819006,5493679,6569992
5526,9379807,6977726,5494730,5749376
5527,8188269,5849522,8638001,7802224
5528,6256590,9921413,6867792,8386462
5529,6454988,8986623,7906905,5863217
5530,9841520,6189123,9316486,8411710
5531,5754788,7379620,6670938,6459205
5532,5635548,6374695,9838294,8433315
5533,8922136,8321183,8420814,9672367
5534,7190667,9506442,8589171,7494969
5535,6742182,5789683,6829377,9749530
5536,8174931,5940081,9541716,9274187
5537,8409832,5206544,8840489,7950702
5538,5326012,9032447,5820350,6856242
5539,8621595,7566127,5201056,7007772
5540,7757681,8782285,5779431,7243600
5541,5907214,8816607,8112330,9905071
5542,9511522,8618015,5170332,5735647
5543,5031750,9597049,5354052,6368269
5544,7767990,7563586,5006851,7552437
5545,7640988,5252396,5673536,7761690
5546,7604767,8946755,8439738,7127102
5547,7783899,7558481,8728119,8843536
5548,6190867,9193616,8367280,5686741
5549,9028476,9998830,6350505,5835754
5550,5995047,6462298,7707095,9471518
5551,7260447,9301088,6783904,7158514
5552,8888406,9653108,8643091,9414418
5553,6671367,6468930,6652022,9581265
5554,5491559,6962483,6581591,5698068
5555,9296725,8720665,8588579,8000465
5556,8012214,7447414,7266010,9856112
5557,9901661,5723092,5014806,8865188
5558,5571977,9223845,8828866,6603325
5559,8922098,5684202,6976073,8364049
5560,8653134,9527957,5888836,9037486
5561,9384286,8585369,9180947,6086477
5562,7351527,6340911,5278705,7455951
5563,5853307,9281977,7150166,7093078
5564,7862219,9673743,5990806,7530846
5565,8076492,6963300,9988157,6590608
5566,6067164,9699170,5373202,9375619
5567,5058133,9601480,5805576,7425456
5568,6302839,9954939,7736039,7009126
5569,7039859,7464259,9404147,5457456
5570,9534768,5932792,6087513,9743246
5571,6793003,6403978,5561411,5661832
5572,6755050,6128955,8330113,7711062
5573,9702914,9262438,5926964,9517764
5574,6777070,7242949,6469376,7123740
5575,7984016,5886244,6791994,5819418
5576,6295670,7916508,7433501,5572583
5577,8597407,5127352,9052205,5696380
5578,9552727,6556737,5363043,6822385
5579,8367575,5932366,8896121,9347491
5580,7137452,5620429,8408812,6990914
5581,5515374,5372081,6371366,6808034
5582,9750436,5806804,7448899,8178557
5583,7044388,5192205,7109857,6299059
5584,6457479,5554105,5795536,8730441
5585,7960908,9172626,6589353,6487331
5586,7591123,8315089,9588133,8184598
5587,6375719,7272409,6449481,5255681
5588,7809111,7797656,8459400,7607097
5589,8134138,8175634,8119017,8540224
5590,6630017,8553751,5769715,8531265
5591,6449729,6651470,8080627,9325366
5592,6108641,5684543,5151610,7012061
5593,5887204,9314330,5647161,9000819
5594,7086730,9640850,7360282,5637728
5595,5052479,5271339,5271346,6732840
5596,8909011,5397717,5102901,9615226
5597,9968181,5423605,6629463,5583529
5598,8245626,7275723,8251914,6648653
5599,7456664,7616137,9783902,9863247
5600,5247595,6370674,6840427,5941896
5601,8388022,7574039,5486940,6028969
5602,9742011,6881444,6998993,6235150
5603,9214095,7689327,6095792,7374345
5604,7529887,5529292,6629189,6685066
5605,8789752,5890465,6189810,7887199
5606,6050879,5733705,8522608,5216795
5607,8968113,9873501,6397094,9899799
5608,8273899,6738075,5706939,9071025
5609,7738705,6671267,5091075,8772209
5610,7613183,8296995,7426990,9554766
5611,5327627,9689747,9731857,8092246
5612,7919574,5816497,8295906,7434123
5613,8633709,6761991,6981007,5334023
5614,8679183,8555882,6761392,7378557
5615,8882404,8333513,5316736,9707410
5616,6408518,9836271,6215136,5631885
5617,6827962,7087391,5260811,6028272
5618,5212996,6928017,8424040,9882740
5619,7466003,5232071,7699589,5454231
5620,9485005,7318953,9222858,6186444
5621,9154944,9478166,6176123,7176156
5622,5005947,5993153,6208720,6090410
5623,7127406,9955781,9741709,6828270
5624,5719992,8696141,5217191,8098589
5625,8008083,8796618,5623939,7859973
5626,6576944,5972433,6484546,7397959
5627,7524471,5095729,5858296,7453476
5628,8871696,7095738,5336694,6540632
5629,7101482,8158665,9468743,7360988
5630,8259366,8591811,7904952,8696725
5631,8114030,7486098,7044544,8968259
5632,6505083,6727893,9300585,5936545
5633,8431144,9934576,6782741,9814991
5634,5254777,6285579,5385406,7754723
5635,8948906,6305959,6962811,9264787
5636,9945348,5288757,5117522,6632904
5637,5267258,7082621,9343394,5857333
5638,8730944,8536824,9248349,9109396
5639,5362703,9529970,5536183,9730656
5640,8029171,7355256,7324517,5210243
5641,6327004,8280183,5609974,8873321
5642,6534729,9331012,5413793,5774255
5643,5182934,5148727,7760277,6801394
5644,8531344,7836936,7282368,8409172
5645,9006825,7624812,8167232,9641791
5646,6223358,5695897,6560093,9897901
5647,7629843,7687324,6434526,5631750
5648,7431715,7837221,8627605,6372316
5649,6688748,5133754,6823578,7207165
5650,6031703,6070162,5084906,9782466
5651,5750717,6868599,9164420,9398854
5652,6142237,9234381,9614557,6804747
5653,6917880,9988707,6985045,6905927
5654,8781466,6320279,5427004,6830102
5655,6176808,5251958,9982815,8258050
5656,5719770,6333017,9412904,9039967
5657,6683122,5642983,9131685,6706964
5658,7979268,8708650,9269201,6176677
5659,7214249,9670039,7588796,8789905
5660,5802829,8103317,9605291,5824130
5661,9251423,6619307,8473263,5014727
5662,9557003,8754706,9309744,5571819
5663,9416129,8119437,9285391,5567011
5664,8378206,6319901,6948291,5165876
5665,7219640,6517264,8372967,5129642
5666,7103945,7254429,5845393,8268809
5667,6613733,8921928,6485359,8419495
5668,9167164,7202249,9236251,8546090
5669,6874409,9192549,8836417,7239476
5670,8316940,5002743,8605865,8229411
5671,9882715,7122807,6337307,5436414
5672,8912091,9611698,6297204,7065460
5673,7425458,7846526,7188831,7299412
5674,7593469,6474699,7361937,8396445
5675,6278169,5301357,7563108,6308734
5676,6268506,8065655,8434308,5202923
5677,5805016,9339702,8777521,6771689
5678,9835378,9881733,6513929,7101240
5679,7306080,5399726,7076015,7297957
5680,8405060,6585700,5704488,9959558
5681,6159753,6146192,9571940,6190451
5682,5982616,9813977,8944051,6925839
5683,5977786,9288553,9146663,7587782
5684,5613343,9256472,6592579,5964143
5685,8663333,8104094,6447320,9470609
5686,8473198,9214624,6841921,5965567
5687,6245691,5907891,9850888,7160569
5688,9805048,9077239,7219247,7646743
5689,6364603,6380660,9470494,5957753
5690,8765500,6956839,9506252,6052384
5691,9927260,7569450,9451524,7158149
5692,7718970,6477231,7753936,6412657
5693,9165943,6631137,7230867,6203694
5694,8183499,5644278,5354171,7542247
5695,6181167,9296745,9512048,6097698
5696,7255058,7267618,6129840,7032204
5697,7868011,9704476,7543644,6123278
5698,5992096,7372862,9615195,6174222
5699,5831360,5809690,8686185,9767746
5700,6204219,5825150,6288788,6740819
5701,6874609,5361945,9895328,5244612
5702,8746604,9621184,6809220,7130954
5703,8817682,5171147,8020774,6251466
5704,9220771,5552399,9863099,7614524
5705,6875893,6751413,9923243,9303077
5706,9856760,8322424,8388313,5076464
5707,6145893,5810136,5450601,5209721
5708,9255089,6819075,8209487,6748134
5709,7565615,6777141,8866983,5257201
5710,6022940,5435217,5437760,5222090
5711,7218416,5072711,9707917,9364281
5712,8851978,6006087,8097786,8182507
5713,8930746,5295761,6136059,8504090
5714,7368064,5654314,7732217,9018331
5715,6474937,8660768,5047850,5307070
5716,9053541,6988803,7002396,9638243
5717,9599882,9002700,8118958,7332822
5718,5467712,5143213,9149660,9103077
5719,7047123,7882551,7525646,8875471
5720,6166507,5485159,5064661,7060844
5721,6984938,6482821,5085932,8058122
5722,9230346,6630401,8264038,7093041
5723,9301917,6434019,7892014,5604108
5724,5004787,7596126,6569040,6074251
5725,8115886,8278745,5260051,6835401
5726,7456917,7066972,6269168,7013067
5727,7190337,7294441,5401249,7827667
5728,9784819,9359371,9437828,9274011
5729,6315591,8639715,5772463,9326710
5730,5036920,7636303,5807707,9841650
5731,6348002,6446615,6055110,6572211
5732,7008185,8571803,6168221,8017018
5733,7659865,5526134,6022702,8950919
5734,8405879,6332651,9811987,6308151
5735,8320378,5575602,7889339,5349797
5736,6235799,5418499,7330041,6171982
5737,9994909,9835523,5558518,8371588
5738,6053410,6501223,9535255,7947995
5739,5562883,5122888,9299198,8352082
5740,8325173,5307303,5723921,8709379
5741,9994678,6295285,7233256,9688702
5742,7740139,5590183,9034540,7273254
5743,7838014,6568085,6336934,9343913
5744,5051289,9098890,8077905,6252245
5745,6869347,6173853,6491058,5816010
5746,7485466,6272940,6196750,5795033
5747,9220946,7728004,5290879,9465608
5748,8921009,9934902,7242045,5074035
5749,6991413,7055485,8875367,7866912
5750,8221441,5436494,6424551,9001510
5751,9744202,9790898,7245646,6679362
5752,5449958,6548956,6045295,8920883
5753,7609390,8597565,8239402,6101508
5754,9914782,8143650,5765384,6092234
5755,8111141,9243910,9224682,7686883
5756,6552069,9313382,7836918,6641074
5757,5421461,9419104,6319470,9479620
5758,7411514,8071885,9857931,5651667
5759,6608288,6805942,9497279,5466490
5760,7196454,7981945,7936196,6883312
5761,6078098,7445350,6445996,6665398
5762,6775143,6117344,9281947,9742621
5763,8398777,5571145,8245984,9220656
5764,5969412,8626384,6368430,7261133
5765,5706748,8740826,6460018,9188436
5766,8016775,9716446,6931098,9902898
5767,5276566,7515296,6630935,6296553
5768,7653597,7865649,8978182,8666155
5769,6648583,6671177,9046135,9473158
5770,8115093,5103323,8491223,5172160
5771,7553964,8489936,6250544,7184295
5772,9077941,7182209,7464597,7644052
5773,9745915,7224340,7963402,9049084
5774,5854875,7549041,5936198,9947479
5775,8751012,8379004,8482769,6805293
5776,6862078,8325518,5467886,6675815
5777,7023706,9829896,7675116,9194828
5778,5015807,5739430,7400873,9853076
5779,7928008,7851655,9042906,6759091
5780,7236799,8626750,7301110,7736872
5781,6765291,5381425,7553576,6394931
5782,5089026,6188982,5429281,5771304
5783,6365774,7525164,8369633,5387075
5784,7288177,9536083,7859507,8254322
5785,7455201,5374067,8229288,5479321
5786,8854647,5847012,9346496,5227159
5787,7539829,8776069,5403833,9217683
5788,9178633,6532526,7045986,9540473
5789,9308166,9489844,5159638,8123874
5790,8892826,7129282,5291603,8131035
5791,8444530,7007676,8481791,8442090
5792,6533275,7971130,8838608,7759004
5793,9922061,5287353,7778275,6726519
5794,8394696,5973078,6503944,9563877
5795,9285869,7498573,5328101,9095086
5796,9395597,7335970,5892258,9191044
5797,5901096,9262073,7084807,9466991
5798,9407670,9921405,9163429,8679868
5799,6517242,9230694,6229036,8225488
5800,9155143,8689033,5993835,6876942
5801,7986950,9862680,6274225,5137781
5802,5626271,9473499,7770452,5860778
5803,8090269,8439188,5067710,5554227
5804,8872260,7338203,7510017,7280084
5805,9390360,8475480,9586178,6208160
5806,9516984,7045004,6342155,9005242
5807,5243895,8702023,9492183,6035919
5808,8217137,5334439,6025844,8679469
5809,6317498,8363743,5720285,8038002
5810,9513435,7842780,5820236,5936795
5811,7080711,7431654,6397049,8411618
5812,7141955,9506295,7576996,9855729
5813,7600330,5503911,8183416,8732834
5814,8048589,7313549,7118504,8504885
5815,9520819,9897797,9698604,9064138
5816,6578904,7357236,8397782,8041473
5817,8384128,5194188,7877070,5248310
5818,5839462,9833499,9262847,8844246
5819,5936262,6443304,7159513,9403557
5820,8863988,9973998,7683164,9398901
5821,8981670,8115727,5354629,8959114
5822,7311554,7125879,6953327,9476573
5823,9733456,8974124,8531861,9149869
5824,5985551,9542428,7172883,7113128
5825,5899824,9860254,6546444,5375420
5826,6180979,6280731,7468563,9510377
5827,9831632,6758995,6926060,5130695
5828,7196972,6963633,5266041,6582771
5829,9105337,7300613,9404271,5789764
5830,9710111,8122696,9224805,8580866
5831,6425120,9624428,5292848,8771425
5832,7318672,7890077,5111706,7194513
5833,7806205,6089634,5400807,5059050
5834,9264240,8156252,5612931,8624616
5835,7843527,5554377,5986501,6261306
5836,8095966,9342449,5017399,9593202
5837,6871950,5499218,5856522,6692159
5838,9416104,8411422,7320310,5824268
5839,7571134,8558064,5786581,7047788
5840,6462296,6499028,9489271,8773652
5841,9476027,9001398,6257391,6484771
5842,7070320,8075864,7158913,6986619
5843,5240306,6207272,9946603,6107408
5844,7449264,7197124,8127582,5844568
5845,6695312,9118622,8037791,5445604
5846,7132261,6447786,7609610,5011364
5847,8568422,5247271,9797182,6830460
5848,7231297,7314158,6300957,7250417
5849,6081577,8895134,8268988,8403845
5850,9666799,8557015,9163895,6049108
5851,6779347,6659550,9151803,5661563
5852,9276987,7509180,7323570,9023323
5853,6855248,5528462,7859697,7585644
5854,5657551,5931193,7080659,9352641
5855,9879837,7064559,8800959,9371081
5856,5735103,6901741,9297192,8203247
5857,9020763,5440137,7944094,9979580
5858,7129861,7465190,5050423,9384718
5859,5394936,5614433,7329903,9776549
5860,9249569,8555393,9781842,7930541
5861,8074952,9764788,5665084,8537842
5862,5622030,7692052,8056329,8782661
5863,6312313,5711080,9663133,5766117
5864,7456915,5222989,5151478,8693463
5865,5463416,5100424,8975508,8337188
5866,8522742,9090373,5274929,6584966
5867,9252901,5448531,7199103,5403165
5868,9138268,6415481,8396422,9201668
5869,7256720,7572246,7920630,5853526
5870,8845536,5455013,5508460,7691833
5871,8681011,8317237,7740124,8182482
5872,6418630,7477958,8093644,9443921
5873,9293532,9996505,5660670,5496075
5874,7079086,5264586,8597407,8612792
5875,7420445,6543583,8837477,8663102
5876,7481725,9248875,5699362,9770188
5877,8693744,8231312,9358830,7096385
5878,7340347,6598401,7049670,5997773
5879,5239030,9788598,9856767,9179949
5880,7215314,5897478,6405850,8896915
5881,6224913,5005471,6908825,8338781
5882,5232700,7085893,9708908,9329956
5883,8049928,9692948,7407274,6017653
5884,9072992,6548324,5601517,5242697
5885,9380914,8847334,5529164,7935519
5886,9788882,9828361,6013806,6467396
5887,6675276,6175453,7098675,8395781
5888,7682963,8281512,5360397,7742310
5889,6084772,6306340,6848149,9648164
5890,5273740,7662788,7586908,9661790
5891,5318523,7320617,8194119,9586475
5892,5498686,9862080,7986831,7153799
5893,5907838,7189087,6853311,9655653
5894,6931715,9430509,6181000,9623484
5895,6411057,8696128,6300988,7912869
5896,7477916,8054268,9338637,9149496
5897,7696520,8330768,5916843,5964757
5898,9451211,7373793,7625696,7146672
5899,9913890,8286561,9079546,7258743
5900,7208725,5396868,9752871,6483640
5901,8508514,5008929,9927856,7592161
5902,9184532,8167659,6923373,6342638
5903,5611492,8333203,7156211,8405583
5904,7661394,7163876,9708206,8251115
5905,5217060,8927990,5696058,8597160
5906,5625932,5472105,5608338,8909592
5907,8497197,6466175,7921707,6358380
5908,6633990,6707436,9668114,6794022
5909,8679021,8138322,8637047,6428483
5910,8189669,7065258,7901525,7852436
5911,6298490,9320087,9059711,7029390
5912,7382030,6211241,8981704,9828937
5913,9321238,9444675,7685123,8501254
5914,6065940,9024460,5778355,8554544
5915,7096713,9635841,5129432,5472825
5916,6916599,8974148,7553224,9820416
5917,6707097,8610018,9441606,6861391
5918,6098272,9867266,5362248,9131180
5919,8195927,5863592,8447012,9279300
5920,5586211,7595160,9873218,8772064
5921,6233690,8435939,7038923,8979682
5922,8296683,7494023,5520252,7895845
5923,6610153,6821449,5787806,6046697
5924,6988583,9072933,8334435,5026607
5925,8849255,9263702,5921680,6276411
5926,6122458,8535234,8676265,6634051
5927,9942168,5239023,7444454,7552907
5928,6379559,5318018,6013615,8395008
5929,6227546,6497214,8327124,5595686
5930,5709507,8011164,5927216,8739107
5931,8265238,6076043,6364023,5474676
5932,7098746,6945833,9110820,5105494
5933,8765112,6398947,8337801,9143707
5934,8251603,6795154,8032131,6966157
5935,8345806,7849567,9216072,7276427
5936,5962946,6893220,5882062,5422302
5937,9451245,9630390,7166550,5410480
5938,7262326,9689390,7715336,6030266
5939,8600633,9336900,8757324,9717591
5940,5596904,5344677,9632214,8351785
5941,9439618,9077944,5016790,6790925
5942,6346199,8718530,6514176,6208555
5943,9676323,6873623,6632677,8160121
5944,7381940,9119240,6806356,8736240
5945,7811937,5257590,5928812,6372724
5946,6316675,6064692,8201041,5944689
5947,9855123,9316298,9535844,9265469
5948,9833255,8379846,5719743,9232326
5949,7696138,5414619,6041550,8668963
5950,5001613,6628879,9850835,5023792
5951,7163147,7638618,9557074,5682085
5952,9481721,9767106,5267003,7656228
5953,9191089,6040014,8529291,6973076
5954,6187666,5868482,8993359,5860018
5955,8328886,8252559,9790824,9257923
5956,6838416,9878852,8671294,7287901
5957,8960747,9537326,5775549,5976038
5958,8108983,9669610,5368249,9763779
5959,8027451,8746368,9729649,8650167
5960,6686340,6865996,8953111,8464897
5961,8363568,6947759,9919562,9920577
5962,9189969,6024945,7624738,9424436
5963,9412990,6268026,7445237,5156068
5964,9222502,5136824,5567316,7706430
5965,5669714,9511801,6335994,6367529
5966,6434002,8644763,9982521,6074706
5967,8304407,5862539,9307068,8325200
5968,7289347,8404569,9825695,5854025
5969,7312621,7969885,6727163,8790797
5970,6992579,7193172,5873371,9836726
5971,6654278,7105105,7751847,5357770
5972,6087758,6229443,9912003,5215459
5973,7974780,5619617,7784124,5229330
5974,8185195,7186023,7640565,9705424
5975,6189795,9837691,8316566,6076134
5976,9936310,9566604,8120512,6707356
5977,9698582,8322599,8455146,7721656
5978,5031473,7787760,9535380,7470317
5979,5861947,7418760,5050931,9166673
5980,8871146,8672960,5766487,5036205
5981,7889101,6617847,8562336,5003719
5982,9658551,7343899,9856245,8304750
5983,5755234,8876821,5530736,5900987
5984,9737572,5725038,5265002,5859979
5985,8349508,7693835,8225823,7637037
5986,9509111,7519131,9904720,7631024
5987,6465161,6964131,5740201,8812504
5988,6105228,5110928,8055179,6346710
5989,9935287,5360886,7296404,8086910
5990,5335073,9453575,5892050,7540669
5991,5847699,8226707,6762430,7329806
5992,8174439,8069255,6440795,5890526
5993,5940708,6414561,6504832,6516259
5994,7512912,6026063,8323454,7437059
5995,8705338,9644306,8631957,6124906
5996,9040198,7348471,8188959,9829671
5997,7229891,5230487,7411846,5586604
5998,5144210,8991225,5901866,6996806
5999,9214370,6660560,8526627,7037327
6000,5094123,7829568,9421735,5161167
6001,5392412,5338458,5914605,7749637
6002,8075259,8314784,5043143,7080435
6003,8783689,5090200,6478521,6645800
6004,5655865,7892111,9395255,8066846
6005,6401466,5192285,6509896,6888445
6006,8111384,8388172,7762464,5420107
6007,9461522,8226145,6132290,6686248
6008,5732791,7563414,5768463,7900633
6009,8615433,6548400,8753136,8276764
6010,9678629,8444481,6509075,9987132
6011,8271928,7310319,7316507,6335743
6012,7755963,6834789,7501372,5407337
6013,5157315,9862556,5261586,9989542
6014,5925488,5192883,8072930,6289156
6015,7358539,8723455,5322545,6452578
6016,5593715,8000790,5401541,8284358
6017,9623791,6867419,7815352,5158690
6018,7587086,9713621,5933368,6822135
6019,5096464,5747344,7317799,9024214
6020,5541559,8653628,9497175,9934819
6021,9575187,8041438,8632751,7419681
6022,6801135,7239129,7639908,5059331
6023,7527837,9693249,7685395,8713504
6024,8639420,5105953,5196250,9164813
6025,8551415,7561134,9803987,7559500
6026,5867921,9388494,7297012,9448442
6027,7819867,5929384,9175779,9590758
6028,5566196,5651102,9563436,9949913
6029,7588892,9405504,8891031,8234840
6030,5559018,5737869,5111447,6098093
6031,6929501,9933448,9754997,9508890
6032,7800316,8718642,9265330,7993193
6033,7708950,5786331,8610759,7767254
6034,8277021,9408651,9461334,6959646
6035,7098934,7359906,6975785,5345572
6036,5143145,5179142,5598750,7739905
6037,5428519,5513068,8545943,7244063
6038,9445224,6021104,7343264,9204912
6039,6154529,6121981,8965760,9581182
6040,7319355,9008279,6353546,9901171
6041,8469748,8032205,5917078,7528854
6042,8639124,5076755,6380421,8364221
6043,5096354,7589494,9470408,7407244
6044,8005847,9655229,7179522,6214893
6045,7969672,6650803,8089708,8541308
6046,5472235,6400693,6583013,6473089
6047,8230012,9622139,9804320,5994686
6048,7741452,5571885,5893851,7866440
6049,8231579,9324278,6313945,9509796
6050,5466501,8282198,6033559,5793448
6051,6190804,6781812,5204564,9660398
6052,7483793,8590918,9272424,9797034
6053,9512351,8182080,8036887,8042951
6054,7918149,8935190,8448519,7214727
6055,5368266,7455245,9023552,5946587
6056,6933752,7074637,5728117,6248373
6057,8482500,5933798,5317992,8421382
6058,5185350,5701838,8263784,5505043
6059,8515629,9598983,9567963,9949798
6060,7065152,7451942,5268083,9482048
6061,8998626,6322636,5654947,6212637
6062,8821358,9705105,5594425,5979635
6063,6419013,9106419,6547995,5842704
6064,8464233,6209121,7636023,8150228
6065,9262702,9221196,9158907,7767189
6066,9216305,6590482,6516133,5574900
6067,5446951,9721920,5789043,8723776
6068,5827506,5727430,7987978,9142514
6069,5821123,5424560,5493969,9303208
6070,9834892,7512510,5528567,7326384
6071,9170888,5293712,6825129,9715284
6072,8503547,7715133,9672672,5488272
6073,7428512,9898780,8461110,6686829
6074,5119515,6462781,8811147,9817645
6075,7721284,6082987,9650158,6600531
6076,6632173,7035101,9400799,5071459
6077,5426924,9878938,6888999,8663408
6078,8736098,9334609,6095745,5688247
6079,6466228,6025988,7475913,5772363
6080,7809180,7181485,8554734,8457185
6081,9656061,7654543,8654491,8656184
6082,8823404,8301067,9697097,6574811
6083,7556626,6888050,5840528,6516037
6084,8605400,5297670,8777313,9922324
6085,6199379,7405403,5108707,5315729
6086,5856196,9578620,7027699,5412034
6087,6766301,7839206,6993650,8588874
6088,7787153,8947755,9934336,9972936
6089,9093798,8981157,5440265,5376793
6090,5199020,9525030,7088964,6715067
6091,7979140,5477744,8397868,8019549
6092,7900909,5252394,8182006,5756348
6093,9583951,5956952,7288976,5546318
6094,9576947,6108975,5284094,7023183
6095,5517434,7053384,6495115,5336552
6096,9757299,5761072,8141128,8541397
6097,8117196,5635651,9776132,6106486
6098,5512404,8363413,8564311,6540607
6099,8895381,8430686,6397510,7599026
6100,6161612,9650575,5901231,5050199
6101,6721206,9200806,5807323,8765939
6102,5813038,7269493,6995031,5876599
6103,9821239,9986166,7552381,8201462
6104,8907234,6180125,6772295,7661896
6105,7081560,8875521,7569621,9793868
6106,8327631,6280812,5529717,7211263
6107,5008269,5472022,8345543,6833529
6108,9575697,8131726,7902408,8101871
6109,6920632,9518356,6502858,5831239
6110,6665988,9021849,5587153,7823622
6111,6152490,9224610,5323655,9724786
6112,9203787,5254831,6307937,8082888
6113,9437861,5952974,5279462,6667521
6114,6312904,5867788,8081941,7274094
6115,8877797,6754628,7837624,9941955
6116,7755950,6163080,7247205,5803129
6117,9395679,5932843,6200125,7989895
6118,6603015,7850581,9218755,6864584
6119,7214878,7690129,8216413,5812095
6120,5339356,9104669,8681321,6988458
6121,5635967,8196386,8472720,5330882
6122,8016998,6142032,8638124,8269616
6123,8016467,8247879,5150900,5654700
6124,7487887,8292787,5647967,9042448
6125,8777640,9747118,8977769,6287712
6126,5302272,9096286,7849424,7199327
6127,9598854,7083707,6533979,9085059
6128,5713333,8583939,8946413,8259475
6129,9685565,9120720,5031811,7043299
6130,8251277,9645334,9646872,5374144
6131,8816788,5085178,5862219,7623695
6132,7599220,5202282,7639685,8888871
6133,8205615,5820915,8551916,5830164
6134,6939514,5449943,5551138,7608994
6135,5736507,8830204,6073525,5422582
6136,9273718,7369697,7232576,7113410
6137,7860779,5669360,6061442,9982599
6138,7239612,7347251,9073469,5689061
6139,5414508,8246004,8543858,8441545
6140,5840178,5229206,6587450,7883179
6141,8672118,5607860,7435995,8867581
6142,8409468,6219716,9390709,6318860
6143,7331843,8955668,7600887,9991584
6144,5732224,6203769,9805730,6202220
6145,6747384,6605322,6644086,7935755
6146,9361180,7162457,6475494,9131414
6147,7100314,7722268,6287560,5141815
6148,8363759,7587527,9508577,7246288
6149,6539689,8951414,8811854,5566858
6150,5643307,5712757,5676292,7529981
6151,9908716,7420271,5669857,6366870
6152,7078580,7657442,5481070,5566023
6153,9854334,5943400,8157733,6191533
6154,5378053,7674479,8104595,5626980
6155,6761320,9625713,9664073,5604321
6156,6110922,9752453,5836013,9107147
6157,6357674,6265666,7744009,5025426
6158,5458800,8804359,9920759,9898891
6159,5302753,7233190,5402221,5874914
6160,5354049,7874406,5744110,8041757
6161,6577900,7862958,8224589,9208291
6162,6780107,6990272,9625856,7910664
6163,6112741,6470112,5395448,6064042
6164,5929097,8977256,8777031,5737074
6165,8250034,9545565,8490120,5597873
6166,9739805,5406714,6473331,6951617
6167,7224783,6165423,6960439,6447694
6168,8774246,7331360,7401418,7778845
6169,6271304,7772564,9305560,8614239
6170,7724420,8287722,7021903,6817979
6171,7537904,8827204,7734316,9957242
6172,6255025,6559670,7906066,8884908
6173,7278779,9623436,8020174,6939702
6174,8707480,7365295,6077446,5583372
6175,9811280,9404612,6578602,8287945
6176,9210632,9545911,6943321,6001964
6177,5221495,5380163,8842355,6879211
6178,8600841,6288681,8511439,5091037
6179,7224039,9297327,6854703,5351134
6180,7295652,7154068,8446097,5680328
6181,7986778,7439779,8886062,5658915
6182,9695442,5571738,9425398,6845339
6183,7063491,9103993,7432479,9604984
6184,9085020,9610316,9977471,5321343
6185,7793926,5869467,9492972,9759456
6186,5125780,8517048,5893086,6114666
6187,9979993,9960356,9022183,8203382
6188,5027359,9673501,7412444,5614492
6189,9980689,5641507,6231798,6766049
6190,6270364,7768004,8603974,5620251
6191,7153263,9438987,8748816,6008366
6192,8691969,9972565,5238247,6916863
6193,9972376,6840628,8371119,7134365
6194,8190160,8804171,9461846,5085150
6195,8066683,5262106,9003993,5579064
6196,7126526,5793911,7689113,9162810
6197,9321992,6105744,9033745,5228526
6198,6405619,5849827,5945938,8896725
6199,9688654,7086629,8807842,8228519
6200,7703545,6954401,9078679,5814823
6201,8472867,8249033,6499667,5419223
6202,5593835,6566232,9404461,7200235
6203,6774219,7447958,9281517,7570955
6204,8221205,5468347,8997809,5395844
6205,8558731,8964788,7826300,6188998
6206,9711298,6977320,6746193,5102977
6207,7027532,9594070,5850040,8170398
6208,5327677,6072880,7141297,8494518
6209,6846006,8304560,8121448,7234787
6210,7851785,8044728,9369219,5517488
6211,8560961,7598061,7926279,6745112
6212,8467833,9405195,9238435,5690457
6213,5792439,8169098,8661395,6988618
6214,7194682,9544167,8722316,5854880
6215,8546258,8153571,8016314,5181150
6216,7092944,6733117,5546621,6471553
6217,9073211,8301887,6843941,7604852
6218,7594405,8395959,8805358,9004372
6219,5000740,8009898,5663411,8232455
